productid,Name,ProductPrice,ProductStyle,Fabric,Brand,FabricType,Silhouette,Season,Pattern,WashCase,ColorGroup,TotalSales,FirstMonthSale,SecondMonthSale,ThirdMonthSale
CL0084224,Floral print crepe sash tie romper,49.95,Jumpsuit,Poly Crepe de Chine,Zapelle,WOVEN,,,,MACHINE WASH,White,4,0,4,0
CL0085416,Floral print crepe drawstring empire maxi dress,89.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,3,1,1,1
CL0085765,Floral print crepe tunic dress,49.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Shift,Spring Summer,Floral,MACHINE WASH,Orange,12,2,6,4
CL0085768,Tie waist floral print crepe empire dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Orange,23,6,7,10
CL0085821,Flounce hem floral print crepe empire dress,52.95,Dress,Poly Crepe de Chine,Zapelle,WOVEN,,,,MACHINE WASH,Navy,6,0,2,4
CL0085814,Sash tie floral print crepe surplice maxi dress,66.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Navy,8,0,3,5
CL0057061,Floral print dupioni mixed media dress,119.95,Dress,Cotton Polyester Spandex,eShakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Off-white,4,1,2,1
CL0070667,Floral print dupioni and cotton knit dress,107.45,Dress,Cotton Polyester Spandex,eShakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Off-white,28,9,12,7
CL0080728,Turtleneck cotton jersey and check print crepe dre,84.95,Dress,Cotton Polyester Spandex,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,4,2,1,1
CL0048663,Floral print pieced bodice crepe midi dress,67.95,Dress,Polyester Crepe de Chine,eShakti,WOVEN,,Sale,,MACHINE WASH,Black,3,0,3,0
CL0056513,Ruffle trim godet crepe dress,74.95,Dress,Polyester Crepe de Chine,ZAPELLE,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,7,1,4,2
CL0075235,Sash tie crepe blouse,49.95,Top,Polyester Crepe de Chine,ZAPELLE,KNITS,,Fall Winter,,MACHINE WASH,Off-white,1,0,0,1
CL0071351,Lace-up front cotton denim skirt,56.95,Denim Skirt,Denim,eshakti,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,35,10,16,9
CL0072699,Self-belted waist cotton denim skirt,56.95,Denim Skirt,Denim,eshakti,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,3,2,1,0
CL0090489,Self-belted waist cotton denim skirt,59.95,Denim Skirt,Denim,Zapelle,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,10,4,3,3
CL0066064,Top stitch hem wide leg denim jeans,99.95,Jeans,Denim,eshakti,WOVEN,,Year-Round,,90%cotton/9%polyester/1%spandex machine wash,Indigo,4,3,0,1
CL0066857,Wide leg denim jeans,81.95,Jeans,Denim,eshakti,WOVEN,,Year-Round,,90%cotton/9%polyester/1%spandex machine wash,Indigo,69,16,33,20
CL0074031,Faux-button front cotton denim skirt,54.95,Denim Skirt,Denim,eshakti,WOVEN,,Spring Summer,,100% COTTON MACHINE WASH,Blue,13,8,5,0
CL0069354,Floral print gauze bow-tie waist dress,59.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,Sale,Floral,MACHINE WASH,Navy,3,0,3,0
CL0070963,One-shoulder houndstooth burnout velvet maxi dress,109.95,Dress,Velvet,eShakti,KNITS,,Sale,,DRY CLEAN,Gray,3,1,0,2
CL0071045,Off-the-shoulder velvet maxi dress,99.95,Dress,Velvet,eShakti,WOVEN,,,,DRY CLEAN,Green,1,1,0,0
CL0062446,Check print dupioni buttoned pleat dress,89.95,Dress,Polyester,eShakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Black,1,0,1,0
CL0062919,Scallop poplin collar cotton knit shirtdress,94.95,Dress,Polyester,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Gray,3,1,2,0
CL0063009,Plaid print dupioni belted shift dress,99.95,Dress,Polyester,ZAPELLE,WOVEN,Shift,,Plaid,hand wash or machine wash cold drip dry iron low w,Black,6,4,0,2
CL0071482,Plunge ruffle front satin crepe sheath dress,89.95,Dress,Polyester,ZAPELLE,WOVEN,Sheath,Spring Summer,,MACHINE WASH,Black,1,0,0,1
CL0073950,Capelet twill crepe sheath dress,64.95,Dress,Polyester,ZAPELLE,WOVEN,Sheath,Spring Summer,,MACHINE WASH,Black,1,1,0,0
CL0060220,Banded jewel neck jersey knit tee,49.95,Top,Jersey Knit,ZAPELLE,KNITS,,,,MACHINE WASH,Off-white,7,5,1,1
CL0061761,Ruffle trim jersey knit ruched peplum blouse,84.95,Top,Jersey Knit,WAYWARD FANCIES,KNITS,,,,MACHINE WASH,Off-white,4,4,0,0
CL0063021,Ruffle hem cotton poplin dress,89.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,White,21,7,10,4
CL0063307,Scallop poplin collar cotton knit shirtdress,69.95,Dress,Cotton Poplin,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,9,6,1,2
CL0063331,Shawl collar surplice poplin dress,79.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,3,2,1,0
CL0065001,Shawl collar surplice poplin dress,79.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Green,4,0,2,2
CL0071616,Notch collar poplin coat style dress,64.95,Dress,Cotton Poplin,eShakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,21,7,8,6
CL0073520,Shawl collar surplice poplin dress,64.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Navy,9,3,2,4
CL0090468,Shawl collar surplice cotton poplin dress,79.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Red,2,1,0,1
CL0090576,Shawl collar surplice cotton poplin dress,64.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Green,1,0,0,1
CL0056494,Ruched sleeve crepe wrap top,34.95,Top,Cotton Spandex,eShakti,WOVEN,,Sale,,MACHINE WASH,Pink,5,0,1,4
CL0062485,Tie waist empire cotton knit dress,69.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Black,10,4,3,3
CL0063689,Ruched bodice cotton knit dress,89.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,21,10,7,4
CL0063774,Zip front colorblock cotton knit tunic,69.95,Top,Cotton Jersey Knit,ZAPELLE,KNITS,,Fall Winter,,MACHINE WASH,Gray,4,3,1,0
CL0068343,Tie waist empire cotton knit dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Purple,3,2,1,0
CL0071464,Banded empire cotton knit dress,99.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Black,14,2,7,5
CL0071562,Tie waist empire cotton knit dress,59.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,26,12,6,8
CL0072511,Banded empire cotton knit dress,119.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Blue,81,14,32,35
CL0073522,Tux pleat front cotton jersey knit dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,11,0,3,8
CL0080343,Tux pleat front cotton jersey dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Black,9,1,5,3
CL0080344,Tux pleat front cotton jersey dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Navy,5,1,2,2
CL0080345,Tux pleat front cotton jersey dress,84.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,31,9,11,11
CL0080346,Tux pleat front cotton jersey dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,15,1,8,6
CL0090233,Banded empire cotton jersey dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Green,36,15,11,10
CL0090234,Banded empire cotton jersey dress,109.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Purple,193,61,50,82
CL0091373,Tux pleat front cotton jersey dress,57.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,5,5,0,0
CL0091666,Tie waist empire cotton jersey dress,67.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,1,1,0,0
CL0091730,Banded empire cotton jersey dress,64.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,4,4,0,0
CL0059031,Plunge floral print crepe maxi dress,109.96,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,49,18,12,19
CL0059415,Plunge floral print crepe jumpsuit,114.95,Jumpsuit,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,157,49,61,47
CL0063107,Woodland flora and fauna print crepe dress,99.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Green,7,2,4,1
CL0066000,Night sky print crepe pleat waist dress,94.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Whimsical,MACHINE WASH,Blue,41,10,25,6
CL0073121,Puff sleeve crepe dress,64.95,Dress,Poly Crepe de Chine,ZAPELLE,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,1,1,0,0
CL0059933,Plaid suiting pleated palazzo pants,84.95,Pant,Polyester Rayon Spandex,ZAPELLE,WOVEN,,Sale,,MACHINE WASH,Navy,9,9,0,0
CL0068351,Duster front crepe crop jumpsuit,59.95,Jumpsuit,Polyester Crepe de Chine,ZAPELLE,WOVEN,,,,MACHINE WASH,Navy,12,5,3,4
CL0071481,Plunge ruffle front crepe sheath dress,64.95,Dress,Polyester Crepe de Chine,ZAPELLE,WOVEN,Sheath,,,MACHINE WASH,Black,1,0,1,0
CL0072191,Cotton knit asymmetric flounce dress,59.95,Dress,Cotton Jersey Knit,eShakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,5,0,3,2
CL0079468,Keyhole front cotton jersey dress,76.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,Year-Round,,MACHINE WASH,Purple,4,2,1,1
CL0097291,Floral lace banded empire shirtdress,94.95,Dress,Lace,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Black,8,0,7,1
CL0094808,Floral embroidery illusion mesh dress,114.95,Dress,Mesh,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Black,8,4,2,2
CL0095155,Floral bead embroidery illusion mesh ruffle tier d,114.95,Dress,Mesh,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Pink,5,3,2,0
CL0095445,Sequin embellished mesh shirt,79.95,Top,Mesh,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Black,12,3,5,4
CL0095586,Sequin mesh blouson top,56.95,Top,Mesh,Zapelle,KNITS,,Fall Winter,,DRY CLEAN,Red,2,1,1,0
CL0096163,Sequin embellished mesh shirt,79.95,Top,Mesh,Zapelle,WOVEN,,,,DRY CLEAN,Red,6,3,2,1
CL0069858,Zip front stretch denim shift dress,79.95,Denim Dress,Denim,eshakti,WOVEN,,Year-Round,,100% COTTON MACHINE WASH,Indigo,3,1,1,1
CL0069710,Zip front cotton denim moto jacket,79.95,Denim Jacket,Denim,ZAPELLE,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,13,3,6,4
CL0071228,Floral embellished cotton denim empire shirtdress,74.95,Denim Dress,Denim,WAYWARD FANCIES,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,5,1,3,1
CL0071797,Floral wool embellished cotton denim release pleat,89.95,Denim Dress,Denim,WAYWARD FANCIES,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,28,10,13,5
CL0090986,Floral embellished light indigo jeans,109.95,Jeans,Denim,Zapelle,WOVEN,,Year-Round,,79% cotton 18% polyester 3% spandex,Indigo,14,5,6,3
CL0091306,Side button denim overalls,119.95,Denim Jumpsuit,Denim,Zapelle,WOVEN,,Year-Round,,79% cotton 18% polyester 3% spandex,Indigo,5,2,1,2
CL0096003,Deep indigo cotton denim straight skirt,54.95,Denim Skirt,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,6,2,0,4
CL0096066,Boot-cut medium blue denim jeans,59.95,Jeans,Denim,Zapelle,WOVEN,,,,79% cotton 18% polyester 3% spandex,Blue,1,1,0,0
CL0096121,Paisley floral embroidery cotton denim straight sk,69.95,Denim Skirt,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,1,1,0,0
CL0096101,Cotton denim sash tie shirt dress,59.95,Denim Dress,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,1,1,0,0
CL0096215,Cotton denim smocked waist peplum top,69.95,Denim Shirts,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,13,6,5,2
CL0096216,Smocked cotton denim fit-and-flare dress,79.95,Denim Dress,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,18,9,4,5
CL0096218,Cotton denim contrast topstitch shirt,79.95,Denim Shirts,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,13,1,8,4
CL0096236,Ruched bib-front cotton denim tunic,49.95,Denim Shirts,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,4,0,2,2
CL0096249,Medium wash cotton denim shirt,54.95,Denim Shirts,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,5,2,2,1
CL0096280,Light indigo cotton denim jacket,79.95,Denim Jacket,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,9,2,3,4
CL0096434,Light indigo denim overall jumpsuit,119.95,Denim Jumpsuit,Denim,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,15,4,7,4
CL0084386,Drawstring empire gauze maxi dress,119.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Black,82,29,31,22
CL0086358,Ruched gauze empire flounce dress,67.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,,hand wash,Purple,2,1,0,1
CL0087040,Paisley embroidery velvet blouse,64.95,Top,Rayon,WAYWARD FANCIES,KNITS,,Fall Winter,,DRY CLEAN,Green,2,1,1,0
CL0087206,Pintuck pleat gauze tiered dress,76.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Purple,1,1,0,0
CL0087329,Ruched empire woven gauze maxi dress,67.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Purple,2,2,0,0
CL0090418,Tassel tie crinkle smocked dress,89.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Off-white,14,6,4,4
CL0090456,Lace trim floral embroidery crinkle top,49.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Off-white,18,1,4,13
CL0090289,Lace trim floral vine embroidery crinkle shirt,79.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Off-white,24,7,10,7
CL0093900,Tropical floral print ruched A-line rayon dress,54.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,,,,hand wash,Black,5,2,3,0
CL0094416,Ruffle tulle sleeve jersey knit top,42.95,Top,Rayon,WAYWARD FANCIES,KNITS,,,,MACHINE WASH,Black,2,1,1,0
CL0094855,Ruffle frill trim ruched stretch rayon blouse,39.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash,Green,47,24,23,0
CL0094857,Ruched keyhole front rayon peplum top,36.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash,Black,1,0,1,0
CL0094913,Pintuck pleat smocked waist rayon top,36.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash,Red,3,1,1,1
CL0095117,One shoulder soft stretch rayon blouse,39.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash,Black,4,3,1,0
CL0095334,Floral embroidery rayon empire dress,79.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,,hand wash,Red,4,1,3,0
CL0095409,Graphic embroidery rayon dress,89.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Graphic,hand wash,Black,3,2,1,0
CL0095405,Floral embroidery stretch rayon empire dress,72.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,,hand wash,Green,9,8,1,0
CL0095561,Smocked waist stretch rayon tiered dress,67.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,10,7,2,1
CL0095575,Dolman sleeve stretch rayon vented dress,64.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,hand wash,Red,4,4,0,0
CL0095732,Tie neck floral embroidery stretch rayon dress,74.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,,hand wash,Red,1,1,0,0
CL0096133,Tropical floral print rayon tiered dress,54.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,,Floral,hand wash,Black,3,1,1,1
CL0096451,Pintuck pleat floral print rayon dress,56.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Navy,1,1,0,0
CL0096436,Ruffle flounce floral print rayon empire dress,89.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,,Floral,DRY CLEAN,Green,19,6,10,3
CL0096722,Floral print rayon ruched shirt,42.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,,,hand wash,Brown,15,6,9,0
CL0096755,Floral print rayon drawstring waist dress,59.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,hand wash,Brown,10,5,5,0
CL0096847,Floral print rayon lace trim surplice dress,64.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,hand wash,Red,36,20,16,0
CL0096887,Ruffle pintuck pleat floral print rayon shirt,39.95,Top,Rayon,WAYWARD FANCIES,KNITS,,,,hand wash,Pink,4,1,1,2
CL0096947,Pintuck pleat floral print rayon smocked waist dre,59.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,White,45,9,21,15
CL0097006,Lattice trim floral print rayon tiered dress,64.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,hand wash,Red,41,13,23,5
CL0097230,Pintuck pleat floral print rayon lace trim shift d,59.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,,Floral,hand wash,Navy,24,0,24,0
CL0097286,Ruffle frill floral print rayon pintuck pleat dres,59.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Off-white,26,0,21,5
CL0097250,Lace trim floral print rayon smocked dress,59.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,,Floral,hand wash,Green,33,0,22,11
CL0097358,Godet inset floral print rayon dress,64.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Shift,,Floral,hand wash,Navy,2,0,2,0
CL0097186,Ruffle frill paisley print rayon top,79.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,,,hand wash,White,4,0,2,2
CL0097387,Floral print rayon shirtdress,59.95,Dress,Rayon,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash,Brown,7,0,4,3
CL0097469,Ruffle frill trim ruched floral print rayon blouse,74.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,,,hand wash,Orange,8,0,2,6
CL0097549,Smocked waist geo print rayon lace trim dress,74.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Graphic,hand wash,White,10,0,0,10
CL0097628,Lace trim floral print rayon tiered dress,74.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,hand wash,Pink,37,0,0,37
CL0097717,Crochet lace trim floral print rayon empire blouse,69.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,,,hand wash,Orange,7,0,0,7
CL0097676,Off-the-shoulder floral paisley print rayon blouse,54.95,Top,Rayon,WAYWARD FANCIES,WOVEN,,,,hand wash,Pink,2,0,0,2
CL0097755,Ikat print rayon elastic waist dress,69.95,Dress,Rayon,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Graphic,hand wash,Green,3,0,0,3
CL0098023,Pleat waist paisley print rayon romper,59.95,Jumpsuit,Rayon,Zapelle,WOVEN,,,,hand wash,White,1,0,0,1
CL0087275,Graphic embroidery tulle overlay floral print crep,89.95,Dress,Tulle,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,52,18,17,17
CL0087808,Graphic embroidery tulle overlay ocean print crepe,109.95,Dress,Tulle,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Black,7,4,1,2
CL0088736,Floral embroidery tulle A-line dress,109.95,Dress,Tulle,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,,DRY CLEAN,Black,74,25,22,27
CL0094835,Floral embroidery illusion tulle top,79.95,Top,Tulle,WAYWARD FANCIES,WOVEN,,Fall Winter,,hand wash,Black,13,1,6,6
CL0094820,Raw edge ruffle sheer tulle skirt,54.95,Skirt,Tulle,WAYWARD FANCIES,KNITS,,Fall Winter,,MACHINE WASH,Black,38,15,19,4
CL0094983,Ruffle frill trim sheer tulle dress,99.95,Dress,Tulle,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,76,20,33,23
CL0095229,Ruched tulle and jersey knit top,59.95,Top,Tulle,WAYWARD FANCIES,KNITS,,Fall Winter,,hand wash,Black,5,3,0,2
CL0095455,Tie neck ruffle frill tulle shirt,49.95,Top,Tulle,Zapelle,KNITS,,Fall Winter,,DRY CLEAN,Black,4,1,1,2
CL0095476,Floral embroidery sheer tulle shirt,79.95,Top,Tulle,Zapelle,KNITS,,Fall Winter,,hand wash,Black,8,4,3,1
CL0095930,Illusion ruffle frill tulle top,44.95,Top,Tulle,Zapelle,KNITS,,,,MACHINE WASH,Black,9,2,4,3
CL0096012,Smocked sheer tulle tiered dress,99.95,Dress,Tulle,WAYWARD FANCIES,KNITS,Fit-and-flare,,,MACHINE WASH,Black,4,0,3,1
CL0096935,Rayon jersey and ruffle frill tiered tulle dress,104.95,Dress,Tulle,WAYWARD FANCIES,KNITS,Fit-and-flare,,,MACHINE WASH,Black,18,8,5,5
CL0082764,Floral embroidery cotton voile lattice trim dress,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Off-white,39,8,19,12
CL0082956,Graphic floral embroidery lace trim cotton voile t,76.95,Dress,Voile,WAYWARD FANCIES,WOVEN,,Sale,,MACHINE WASH,Blue,5,2,3,0
CL0083345,Lace trim pintuck pleat voile shirt,29.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,White,3,2,0,1
CL0083560,Floral butterfly embroidery Egyptian Giza cotton v,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,White,12,4,4,4
CL0083615,Floral embroidery lace trim cotton voile top,79.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Year-Round,,MACHINE WASH,White,11,1,1,9
CL0090671,Tassel tie floral embroidery Egyptian Giza cotton ,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,White,7,2,4,1
CL0090762,Floral lace trim Egyptian Giza cotton voile tiered,79.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,4,0,0,4
CL0091611,Decorative embroidery cotton voile empire dress,72.95,Dress,Voile,WAYWARD FANCIES,WOVEN,,Sale,,MACHINE WASH,Blue,5,4,1,0
CL0091692,Cotton voile elastic waist dress,57.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,3,3,0,0
CL0091693,Floral embroidery smocked cotton voile dress,84.95,Dress,Voile,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Blue,1,1,0,0
CL0093945,Graphic embroidery cotton voile tiered dress,79.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,6,6,0,0
CL0093907,Flutter sleeve decorative embroidery cotton voile ,46.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Blue,5,5,0,0
CL0094308,Floral embroidery Egyptian Giza cotton voile lace ,54.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,12,0,0,12
CL0094415,Floral embroidery Egyptian Giza cotton voile lace ,79.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,White,51,11,30,10
CL0094570,Pintuck pleat Egyptian Giza cotton voile blouse,42.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,8,0,0,8
CL0094591,Pintuck pleat Egyptian Giza cotton voile top,46.95,Top,Voile,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,White,67,21,32,14
CL0094540,Graphic floral embroidery Egyptian Giza cotton voi,49.95,Top,Voile,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Black,2,0,0,2
CL0094551,Puff sleeve Egyptian Giza cotton voile tiered dres,79.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,4,0,0,4
CL0095597,Shirred Egyptian Giza cotton voile top,69.95,Top,Voile,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,White,12,3,2,7
CL0096316,Floral embroidery Giza cotton voile tiered dress,93.45,Dress,Voile,WAYWARD FANCIES,WOVEN,Shift,,,MACHINE WASH,White,98,38,24,36
CL0096415,Floral vine embroidery Egyptian Giza cotton voile ,79.95,Top,Voile,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,White,42,24,10,8
CL0096523,Floral vine embroidery Egyptian Giza cotton voile ,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Shift,,,MACHINE WASH,White,11,8,2,1
CL0096593,Graphic embroidery Egyptian Giza cotton voile latt,89.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Shift,,,MACHINE WASH,White,19,10,2,7
CL0096611,Floral paisley print cotton voile ruffle flounce d,84.95,Dress,Voile,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Orange,38,10,10,18
