Name,ProductPrice,ProductStyle,Fabric,Brand,FabricType,Silhouette,Season,Pattern,WashCase,ColorGroup,TotalSales,FirstMonthSale,SecondMonthSale
Ruffle trim floral print georgette tiered dress,119.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Blue,1,5,1
Ruffle floral ombre print georgette dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Pink,1,1,1
Ruffle floral print georgette tiered dress,72.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Pink,3,8,3
Cape sleeve sequin embellished georgette dress,109.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,DRY CLEAN,Green,3,4,3
Floral print georgette vented dress,74.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Pink,2,6,2
Floral print georgette empire tiered dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Pink,4,7,4
Floral print georgette tiered shirtdress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Multi-colored,1,3,1
Floral print georgette tiered shirtdress,79.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,MACHINE WASH,Blue,4,7,4
Floral print georgette halter dress,79.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Beige,1,8,1
Rose print georgette sash tie dress,84.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Pink,8,34,8
Floral print georgette sash tie dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Off-white,1,7,1
Flutter strap floral print georgette low back wrap,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Pink,1,1,1
Floral print georgette maxi dress,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Navy,2,3,2
Ikat print georgette drawstring dress,67.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Graphic,MACHINE WASH,Pink,2,12,2
Ikat print georgette smocked waist jumpsuit,99.95,Jumpsuit,Georgette,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,Pink,2,3,2
Ruffle floral lemon print georgette tiered dress,69.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Blue,1,1,1
Ruffle floral lemon print georgette tiered dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Navy,1,5,1
Rose print georgette pleated empire maxi dress,119.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,4,2,4
Rose print georgette sash tie maxi dress,72.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,6,5,6
Rose print georgette pleated empire maxi dress,119.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,8,10,8
Rose print georgette sash tie dress,72.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Black,6,8,6
Cutout back ombre print georgette dress,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Purple,2,5,2
Ombre print georgette shift dress,99.95,Dress,Georgette,Zapelle,WOVEN,Shift,Fall Winter,,MACHINE WASH,Green,1,1,1
Pintuck pleat ombre print georgette cut-out dress,89.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Navy,8,16,8
Ombre print georgette maxi dress,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,11,28,11
Floral print georgette ruffle flounce dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Sheath,,Floral,MACHINE WASH,Black,4,2,4
Floral print georgette ruffle tier dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,1,0,1
Cape sleeve sequin embroidery georgette dress,129.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,DRY CLEAN,Navy,1,0,1
Floral print georgette maxi dress,69.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Purple,6,8,6
Floral print georgette vented A-line dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,1,4,1
Floral print georgette ruffle flounce dress,99.95,Dress,Georgette,eshakti,WOVEN,Sheath,,Floral,MACHINE WASH,Purple,6,2,6
Polka dot print georgette banded empire dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,1,1,1
Floral print georgette ruffle flounce dress,67.95,Dress,Georgette,eshakti,WOVEN,Sheath,,Floral,MACHINE WASH,Beige,2,10,2
Smocked waist floral print georgette tiered dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,1,1,1
Floral print georgette banded empire dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,2,6,2
Floral print georgette banded empire dress,109.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Beige,3,4,3
Illusion floral print georgette ruffle flounce dre,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,3,4,3
Floral print georgette faux wrap dress,99.95,Dress,Georgette,eshakti,WOVEN,A-Line,,Floral,MACHINE WASH,Black,1,0,1
Cutout back floral print georgette sheath dress,69.95,Dress,Georgette,eshakti,WOVEN,Sheath,,Floral,MACHINE WASH,Blue,1,2,1
Pleat waist floral print georgette ruffle tier dre,119.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Green,1,13,1
Sheer georgette pleated empire maxi dress,109.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Green,1,2,1
One-shoulder floral print georgette vented dress,109.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Blue,1,0,1
Off-the-shoulder floral print dupioni maxi dress,89.95,Dress,Polyester,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Yellow,1,1,1
Off-the-shoulder floral print dupioni maxi dress,89.95,Dress,Polyester,eshakti,WOVEN,Fit-and-flare,Year-Round,Floral,hand wash or machine wash cold drip dry iron low w,Black,1,1,1
Ruffle frill cotton poplin shirt,69.95,Top,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Black,2,4,2
Floral dot print cotton chambray tiered dress,89.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Indigo,2,5,2
Sweetheart tree print cotton surplice dress,79.95,Dress,100% Cotton,eshakti,KNITS,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Blue,2,3,2
Seersucker check cotton banded empire dress,79.95,Dress,100% Cotton,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Blue,1,1,1
Tree print cotton sheath dress,79.95,Dress,100% Cotton,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Blue,3,4,3
Smocked seersucker gingham check cotton vented dre,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Brown,1,4,1
Gingham seersucker check cotton sash-tie shirt dre,79.95,Dress,100% Cotton,Zapelle,WOVEN,Shirtdress,,,MACHINE WASH,Blue,1,2,1
Cotton seersucker stripe sash-tie shift shirt dres,79.95,Dress,100% Cotton,Zapelle,WOVEN,Shirtdress,,Stripes,MACHINE WASH,Orange,2,7,2
Tie waist cotton seersucker check shirt dress,74.95,Dress,100% Cotton,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Blue,3,7,3
Seersucker check cotton ruched tier shirt dress,79.95,Dress,100% Cotton,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Blue,1,9,1
Seersucker stripe cotton ruched tier shirt dress,79.95,Dress,100% Cotton,eshakti,WOVEN,Fit-and-flare,,Stripes,MACHINE WASH,Orange,10,13,10
Jersey knit vented sheath dress,79.95,Dress,Jersey Knit,Zapelle,KNITS,Sheath,Year-Round,,MACHINE WASH,Black,2,1,2
Tied back neck jersey cocktail dress,89.95,Dress,Jersey Knit,Zapelle,KNITS,Sheath,Year-Round,,MACHINE WASH,Black,1,1,1
Floral dot print cotton blend tiered dress,99.95,Dress,Cotton Blend,eshakti,WOVEN,Fit-and-flare,,Floral,hand wash,Navy,7,3,7
Lace trim cotton poplin top,69.95,Top,Cotton Poplin,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,2,3,2
Linear colorblock cotton poplin empire dress,89.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Black,2,0,2
Lace trim cotton poplin ruffle flounce dress,89.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Shift,Year-Round,,MACHINE WASH,White,1,5,1
Smocked waist cotton poplin tiered dress,64.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Navy,4,23,4
Floral embroidery lace trim cotton poplin dress,99.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,White,1,3,1
Smocked waist cotton poplin tiered dress,67.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,3,13,3
Smocked waist cotton poplin tiered dress,75.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Red,1,16,1
Sash tie cotton poplin tiered shirtdress,79.95,Dress,Cotton Poplin,eshakti,WOVEN,Shift,Fall Winter,,MACHINE WASH,Black,1,3,1
Ruched cotton poplin peplum top,69.95,Top,Cotton Poplin,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Navy,1,3,1
Floral embroidery cotton poplin shirt,79.95,Top,Cotton Poplin,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,White,2,5,2
Utility style cotton poplin shirt dress,79.95,Dress,Cotton Poplin,eshakti,WOVEN,Shirtdress,Fall Winter,,MACHINE WASH,Black,1,4,1
Ruffle trim cotton poplin dress,79.95,Dress,Cotton Poplin,Zapelle,WOVEN,Shirtdress,Fall Winter,,MACHINE WASH,White,1,0,1
Ruffle trim cotton poplin dress,54.95,Dress,Cotton Poplin,Zapelle,WOVEN,Shirtdress,Fall Winter,,MACHINE WASH,Navy,1,3,1
Cotton poplin sash-tie peplum skirt,79.95,Skirt,Cotton Poplin,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Green,4,0,4
Fruit print cotton poplin tiered shift dress,62.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Shift,,,MACHINE WASH,Pink,1,2,1
Cotton poplin ruffle flounce babydoll dress,79.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Black,3,2,3
Leaf print cotton poplin sheath dress,69.95,Dress,Cotton Poplin,eshakti,WOVEN,Sheath,,Floral,MACHINE WASH,Blue,10,24,10
Leaf print cotton poplin tiered dress,69.95,Dress,Cotton Poplin,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Pink,1,5,1
Leaf print cotton poplin sash-tie shirt dress,79.95,Dress,Cotton Poplin,eshakti,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Pink,2,0,2
Patch pocket Rayon Crinkle oversized shirt,34.95,Top,Rayon Crinkle,Zapelle,WOVEN,,Year-Round,,hand wash,Black,5,6,5
Floral embroidery Rayon Crinkle smocked dress,149.95,Dress,Rayon Crinkle,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,,hand wash,Off-white,1,3,1
Rayon crinkle tiered skirt,79.95,Skirt,Rayon Crinkle,Zapelle,WOVEN,,Fall Winter,,hand wash,Black,3,4,3
Rayon crinkle ruched volume dress,89.95,Dress,Rayon Crinkle,WAYWARD FANCIES,WOVEN,Shift,,,hand wash,Green,1,2,1
Rayon crinkle ruched volume dress,89.95,Dress,Rayon Crinkle,WAYWARD FANCIES,WOVEN,Shift,,,hand wash,Black,2,1,2
Ruffle frill rayon crinkle ruched tier dress,89.95,Dress,Rayon Crinkle,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,hand wash,Green,1,4,1
Floral embroidery rayon crinkle smocked waist dres,99.95,Dress,Rayon Crinkle,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,hand wash,Black,3,1,3
Linear colorblock cotton jersey empire dress,69.95,Dress,Cotton Spandex,eshakti,KNITS,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,2,6,2
Floral embroidery sheer mesh maxi dress,94.95,Dress,Nylon Polyester,WAYWARD FANCIES,KNITS,Fit-and-flare,Spring Summer,,hand wash,Navy,5,6,5
Stretch velvet blouson dress,99.95,Dress,Polyester Spandex,Zapelle,KNITS,Sheath,Fall Winter,,DRY CLEAN,Red,3,0,3
Tie-neck back stretch velvet surplice dress,99.95,Dress,Polyester Spandex,WAYWARD FANCIES,KNITS,Fit-and-flare,Spring Summer,,DRY CLEAN,Blue,2,0,2
Floral embroidery cotton jersey dress,59.95,Dress,Cotton Jersey Knit,eshakti,KNITS,,Fall Winter,,MACHINE WASH,Navy,5,33,5
Floral embroidery cotton jersey flutter sleeve top,42.95,Top,Cotton Jersey Knit,WAYWARD FANCIES,KNITS,,,,MACHINE WASH,Black,1,0,1
Floral embroidery cotton jersey shift dress,99.95,Dress,Cotton Jersey Knit,WAYWARD FANCIES,WOVEN,Shift,,,MACHINE WASH,Black,1,2,1
Ruffle poplin cotton jersey top,59.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Black,1,1,1
Ruffle poplin cotton jersey top,59.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Navy,1,2,1
Butterfly embroidery cotton jersey dress,69.95,Dress,Cotton Jersey Knit,eshakti,KNITS,,Fall Winter,,MACHINE WASH,Blue,2,3,2
Cotton jersey vented shift dress,79.95,Dress,Cotton Jersey Knit,Zapelle,KNITS,Shift,Fall Winter,,MACHINE WASH,Black,2,3,2
Floral embroidery cotton jersey pullover,79.95,Top,Cotton Jersey Knit,WAYWARD FANCIES,KNITS,,Fall Winter,,MACHINE WASH,Black,4,1,4
Floral embroidery cotton jersey pullover,54.95,Top,Cotton Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Gray,2,7,2
Floral embroidery cotton jersey dress,89.95,Dress,Cotton Jersey Knit,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Gray,2,2,2
Tie waist floral print crepe dress,89.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,Black,1,4,1
Off-the-shoulder stripe print crepe smocked waist ,89.95,Dress,Poly Crepe de Chine,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,Stripes,hand wash,Black,3,7,3
Beaded leaf embroidery crepe twill palazzo jumpsui,104.95,Jumpsuit,Poly Crepe de Chine,Zapelle,WOVEN,,Fall Winter,,DRY CLEAN,Black,4,9,4
Ruffle tulle trim fine crepe twill dress,99.95,Dress,Poly Crepe de Chine,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Black,1,0,1
Sequin mesh tie neck crepe twill shirt,54.95,Top,Poly Crepe de Chine,Zapelle,WOVEN,,,,DRY CLEAN,Black,1,1,1
Stretch crepe halter slip dress,114.95,Dress,Poly Crepe de Chine,Zapelle,WOVEN,Shift,,,DRY CLEAN,Pink,1,0,1
Double breasted houndstooth print crepe dress,94.95,Dress,Polyester,ZAPELLE,WOVEN,Shirtdress,,Plaid,MACHINE WASH,Red,1,0,1
Deep indigo cotton denim wide waist skirt,79.95,Denim Skirt,Denim,eshakti,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,1,2,1
Denim girlfriend jeans,99.95,Jeans,Denim,eshakti,WOVEN,,Year-Round,,90%cotton/9%polyester/1%spandex machine wash,Indigo,3,3,3
Deep indigo denim button front maxi skirt,79.95,Denim Skirt,Denim,eshakti,WOVEN,,,,90%cotton/9%polyester/1%spandex machine wash,Indigo,3,7,3
Deep indigo denim straight skirt,79.95,Denim Skirt,Denim,eshakti,WOVEN,,Year-Round,,90%cotton/9%polyester/1%spandex machine wash,Indigo,3,7,3
Star embellished denim flared skirt,54.95,Denim Skirt,Denim,eshakti,WOVEN,,Year-Round,,90%cotton/9%polyester/1%spandex machine wash,Indigo,5,7,5
Ruffle hem denim hoodie jacket,79.95,Denim Jacket,Denim,ZAPELLE,WOVEN,,Fall Winter,,100% COTTON MACHINE WASH,Indigo,1,7,1
Cotton denim palazzo pants,99.95,Jeans,Denim,eshakti,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,3,3,3
Cotton denim flounce hem dress,79.95,Denim Dress,Denim,WAYWARD FANCIES,WOVEN,,,,100% COTTON MACHINE WASH,Indigo,1,1,1
Denim girlfriend jeans,99.95,Jeans,Denim,eshakti,WOVEN,,Year-Round,,90%cotton/9%polyester/1%spandex machine wash,Indigo,3,5,3
Two-tone cotton chambray trench style belted dress,79.95,Dress,Cotton,eShakti,WOVEN,Fit-and-flare,,Colorblock,MACHINE WASH,Indigo,1,0,1
Plunge stretch velvet maxi dress,99.95,Dress,Velvet,NEWBURY STREET,KNITS,Fit-and-flare,Fall Winter,,DRY CLEAN,Navy,3,0,3
Vented velvet maxi dress,99.95,Dress,Velvet,eshakti,KNITS,Fit-and-flare,Fall Winter,,DRY CLEAN,Black,1,0,1
Sheer chiffon wrap dress,102.45,Dress,Chiffon,NEWBURY STREET,WOVEN,Sheath,Fall Winter,,MACHINE WASH,Black,1,2,1
Quincy dress,74.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,,hand wash or machine wash cold drip dry iron low w,Black,2,19,2
Sash tie dupioni surplice maxi dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,6,12,6
Quincy dress,99.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,hand wash or machine wash cold drip dry iron low w,Green,6,8,6
Two-tone dupioni maxi shirtdress,109.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,DRY CLEAN,Black,1,1,1
Side cutout floral print dupioni belt dress,119.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Blue,1,1,1
Floral print dupioni release pleat dress,119.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,Floral,hand wash or machine wash cold drip dry iron low w,Gray,1,0,1
Empire fit-and-flare dupioni dress,119.95,Dress,Dupioni,NEWBURY STREET,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,2,2,2
Bow-tie waist high-low dupioni dress,99.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,1,7,1
Bow-tie waist high-low dupioni dress,99.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,1,2,1
Empire fit-and-flare floral print dupioni dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Spring Summer,Floral,hand wash or machine wash cold drip dry iron low w,Blue,3,1,3
Pleated surplice dupioni maxi dress,104.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,1,0,1
Bow tie pleat waist dupioni dress,105.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,1,1,1
Floral vine embroidery dupioni dress,99.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,6,3,6
Billowy sleeve dupioni obi belt dress,109.95,Dress,Dupioni,eShakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,1,8,1
Billowy sleeve dupioni obi belt dress,94.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,5,23,5
Colorblock dupioni sash-tie maxi shirtdress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,,,hand wash or machine wash cold drip dry iron low w,Pink,1,10,1
Jasmine dress,104.95,Dress,Dupioni,eshakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Brown,7,3,7
Two-tone dupioni tiered shirtdress,109.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,DRY CLEAN,Black,2,1,2
Jasmine dress,104.95,Dress,Dupioni,WAYWARD FANCIES,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,5,7,5
Flared hem dupioni maxi dress,104.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,1,4,1
Flared hem dupioni maxi dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,2,1,2
Two-tone dupioni surplice maxi dress,119.95,Dress,Dupioni,eshakti,WOVEN,Maxi,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,1,1,1
Sash tie dupioni surplice maxi dress,104.95,Dress,Dupioni,eshakti,WOVEN,Maxi,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,4,3,4
Dolman sleeve banded empire dupioni dress,109.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,1,2,1
Dolman sleeve banded empire dupioni dress,89.95,Dress,Dupioni,eshakti,WOVEN,Fit-and-flare,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,2,4,2
Sash tie dupioni surplice peplum top,74.95,Top,Dupioni,Zapelle,WOVEN,,Year-Round,,hand wash or machine wash cold drip dry iron low w,Navy,1,2,1
Sash tie dupioni surplice peplum top,79.95,Top,Dupioni,Zapelle,WOVEN,,Year-Round,,hand wash or machine wash cold drip dry iron low w,White,1,1,1
Sash tie dupioni surplice peplum top,74.95,Top,Dupioni,Zapelle,WOVEN,,Year-Round,,hand wash or machine wash cold drip dry iron low w,Black,1,4,1
Celestial print dupioni wrap top,79.95,Top,Dupioni,Zapelle,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Blue,1,0,1
White dupioni wrap top,49.95,Top,Dupioni,Zapelle,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,White,3,7,3
Bow-tie dupioni wrap top,99.95,Top,Dupioni,Zapelle,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Black,3,7,3
Asymmetric waist cotton chambray dress,79.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,2,7,2
Scallop trim cotton chambray shirtdress,89.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,2,3,2
Trapunto waist cotton chambray maxi shirtdress,79.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,2,8,2
Trapunto trim cotton chambray skirt,48.95,Skirt,Chambray,ZAPELLE,WOVEN,,Year-Round,,MACHINE WASH,Indigo,14,35,14
Shawl collar cotton chambray shirtdress,55.95,Dress,Chambray,eShakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Indigo,3,4,3
Trapunto trim cotton chambray palazzo jumpsuit,89.95,Jumpsuit,Chambray,Zapelle,WOVEN,,Year-Round,,MACHINE WASH,Indigo,2,1,2
Trapunto waist cotton chambray shirtdress,57.95,Dress,Chambray,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,1,0,1
Cotton chambray faux wrap dress,79.95,Dress,Chambray,eshakti,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Indigo,7,2,7
One-shoulder trapunto cotton chambray maxi dress,79.95,Dress,Chambray,Zapelle,WOVEN,Shift,Year-Round,,MACHINE WASH,Indigo,1,5,1
Cotton chambray ruched waist shift shirtdress,79.95,Dress,Chambray,Zapelle,WOVEN,Shirtdress,Year-Round,,MACHINE WASH,Indigo,2,2,2
Cotton chambray belted shirtdress,59.95,Dress,Chambray,eshakti,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Indigo,2,11,2
Cotton chambray corset style peplum shirt,69.95,Top,Chambray,Zapelle,WOVEN,,,,MACHINE WASH,Indigo,1,1,1
Cotton chambray high-low shirt,69.95,Top,Chambray,Zapelle,WOVEN,,Year-Round,,MACHINE WASH,Indigo,1,2,1
Side ties georgette peplum shirt,69.95,Top,Georgette,eShakti,WOVEN,,Fall Winter,,MACHINE WASH,Black,1,4,1
Ruffle flounce rose print georgette banded empire ,79.95,Dress,Georgette,NEWBURY STREET,WOVEN,Fit-and-flare,Spring Summer,Floral,MACHINE WASH,White,1,4,1
Tie waist celestial print georgette empire dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Purple,3,11,3
Celestial print handkerchief hem georgette tunic,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Red,1,7,1
Rose print georgette empire peplum blouse,59.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Spring Summer,,MACHINE WASH,White,1,0,1
Tie neck back radiating print georgette dress,89.95,Dress,Georgette,NEWBURY STREET,WOVEN,,,,MACHINE WASH,Red,3,0,3
Ombre print georgette maxi wrap dress,99.95,Dress,Georgette,NEWBURY STREET,WOVEN,Fit-and-flare,Year-Round,,MACHINE WASH,Navy,3,5,3
Cutout floral print georgette dress,79.95,Dress,Georgette,NEWBURY STREET,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Black,1,0,1
Floral print dupioni maxi skirt,89.95,Skirt,Polyester,eShakti,WOVEN,,,,hand wash or machine wash cold drip dry iron low w,Black,1,2,1
Floral print dupioni strapless maxi dress,99.95,Dress,Polyester,eShakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Beige,2,6,2
Sash tie colorblock floral dupioni maxi dress,119.95,Dress,Polyester,eShakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Brown,5,7,5
Quincy dress,119.95,Dress,Polyester,eShakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,Gray,1,8,1
Floral print dupioni maxi shirtdress,109.95,Dress,Polyester,eShakti,WOVEN,Fit-and-flare,,Floral,hand wash or machine wash cold drip dry iron low w,White,1,0,1
